,month,artist,ms_played
677,2022-09-01,Scary Pockets,52407738
678,2022-09-01,Sean Dagher,7964833
679,2022-09-01,Shovels & Rope,15039965
680,2022-09-01,Surfaces,24166076
681,2022-09-01,Tame Impala,15349446
682,2022-09-01,Taylor Swift,70857721
683,2022-09-01,The Brook & The Bluff,11100134
684,2022-09-01,The Home Team,20879824
685,2022-09-01,The Longest Johns,14225229
686,2022-09-01,"Tyler, The Creator",17918144
687,2022-09-01,Zara Larsson,13003930
688,2022-10-01,88rising,10108686
689,2022-10-01,ASL,8617130
690,2022-10-01,Alabama Shakes,16932140
691,2022-10-01,Aminé,36482513
692,2022-10-01,Anderson .Paak,22190989
693,2022-10-01,Baby Keem,28697274
694,2022-10-01,Big Wild,27415814
695,2022-10-01,Billie Eilish,10255118
696,2022-10-01,Brittany Howard,9759139
697,2022-10-01,Brothers Osborne,7981786
698,2022-10-01,Bruno Mars,14186617
699,2022-10-01,COIN,16833393
700,2022-10-01,Calvin Harris,37270438
701,2022-10-01,Charlie Puth,9050652
702,2022-10-01,Chris Stapleton,18644373
703,2022-10-01,Creedence Clearwater Revival,8230298
704,2022-10-01,Daniel Caesar,13674356
705,2022-10-01,Denzel Curry,29291627
706,2022-10-01,Disclosure,28161235
707,2022-10-01,Drake,9153383
708,2022-10-01,Dua Lipa,41274831
709,2022-10-01,Duckwrth,21405721
710,2022-10-01,Electric Light Orchestra,5342172
711,2022-10-01,Elise Trouw,16632153
712,2022-10-01,Elton John,10592772
713,2022-10-01,Fall Out Boy,6328121
714,2022-10-01,Florence + The Machine,12125734
715,2022-10-01,Foo Fighters,21397213
716,2022-10-01,Frank Ocean,72884473
717,2022-10-01,Gallant,8730531
718,2022-10-01,GoldLink,13458092
719,2022-10-01,Greta Van Fleet,48941691
720,2022-10-01,Joji,10037622
721,2022-10-01,Kanye West,21008511
722,2022-10-01,Kendrick Lamar,66626699
723,2022-10-01,Khalid,20646112
724,2022-10-01,Khruangbin,24448890
725,2022-10-01,Lake Street Dive,121767894
726,2022-10-01,Lauv,10840782
727,2022-10-01,Lorde,15169953
728,2022-10-01,Mac Miller,49679757
729,2022-10-01,Maggie Rogers,24785742
730,2022-10-01,Major Lazer,19781894
731,2022-10-01,Midland,42501285
732,2022-10-01,Mo Lowda & the Humble,11478727
733,2022-10-01,Motel Radio,30941503
734,2022-10-01,OneRepublic,6354197
735,2022-10-01,Pomplamoose,255578318
736,2022-10-01,Post Malone,12240203
737,2022-10-01,Rainbow Kitten Surprise,4928728
738,2022-10-01,Remi Wolf,10094121
739,2022-10-01,Rex Orange County,8876973
740,2022-10-01,ScHoolboy Q,9990352
741,2022-10-01,Scary Pockets,55495297
742,2022-10-01,Sean Dagher,8652407
743,2022-10-01,Shovels & Rope,15687357
744,2022-10-01,Surfaces,25522399
745,2022-10-01,Tame Impala,15902229
746,2022-10-01,Taylor Swift,75114167
747,2022-10-01,The Brook & The Bluff,11113366
748,2022-10-01,The Home Team,21797556
749,2022-10-01,The Longest Johns,21401542
750,2022-10-01,"Tyler, The Creator",18158685
751,2022-10-01,Zara Larsson,13598896
752,2022-11-01,88rising,10108686
753,2022-11-01,ASL,8618020
754,2022-11-01,Alabama Shakes,17554291
755,2022-11-01,Aminé,37336767
756,2022-11-01,Anderson .Paak,22712251
757,2022-11-01,Baby Keem,28970171
758,2022-11-01,Big Wild,27417021
759,2022-11-01,Billie Eilish,10483616
760,2022-11-01,Brittany Howard,9991709
761,2022-11-01,Brothers Osborne,8219416
762,2022-11-01,Bruno Mars,14604182
763,2022-11-01,COIN,16833393
764,2022-11-01,Calvin Harris,37766806
765,2022-11-01,Charlie Puth,9675931
766,2022-11-01,Chris Stapleton,19064542
767,2022-11-01,Creedence Clearwater Revival,8550467
768,2022-11-01,Daniel Caesar,14092108
769,2022-11-01,Denzel Curry,29395210
770,2022-11-01,Disclosure,28612143
771,2022-11-01,Drake,9160886
772,2022-11-01,Dua Lipa,41497352
773,2022-11-01,Duckwrth,22125194
774,2022-11-01,Electric Light Orchestra,5541605
775,2022-11-01,Elise Trouw,16634567
776,2022-11-01,Elton John,11295720
777,2022-11-01,Fall Out Boy,6336778
778,2022-11-01,Florence + The Machine,12646618
779,2022-11-01,Foo Fighters,22183441
780,2022-11-01,Frank Ocean,73308693
781,2022-11-01,Gallant,8890816
782,2022-11-01,GoldLink,13665706
783,2022-11-01,Greta Van Fleet,50066872
784,2022-11-01,Joji,10283262
785,2022-11-01,Kanye West,21595021
786,2022-11-01,Kendrick Lamar,67573989
787,2022-11-01,Khalid,20998354
788,2022-11-01,Khruangbin,24759443
789,2022-11-01,Lake Street Dive,122035846
790,2022-11-01,Lauv,11001522
791,2022-11-01,Lorde,15169953
792,2022-11-01,Mac Miller,51076142
793,2022-11-01,Maggie Rogers,25874670
794,2022-11-01,Major Lazer,19950852
795,2022-11-01,Midland,43288687
796,2022-11-01,Mo Lowda & the Humble,11828808
797,2022-11-01,Motel Radio,30941503
798,2022-11-01,OneRepublic,6355017
799,2022-11-01,Pomplamoose,256084965
800,2022-11-01,Post Malone,12250222
801,2022-11-01,Rainbow Kitten Surprise,4932124
802,2022-11-01,Remi Wolf,10094121
803,2022-11-01,Rex Orange County,9136260
804,2022-11-01,ScHoolboy Q,9991718
805,2022-11-01,Scary Pockets,55903949
806,2022-11-01,Sean Dagher,8787579
807,2022-11-01,Shovels & Rope,15854450
808,2022-11-01,Surfaces,25534179
809,2022-11-01,Tame Impala,16184526
810,2022-11-01,Taylor Swift,79028465
811,2022-11-01,The Brook & The Bluff,11371603
812,2022-11-01,The Home Team,21797556
813,2022-11-01,The Longest Johns,21573644
814,2022-11-01,"Tyler, The Creator",18381689
815,2022-11-01,Zara Larsson,13602680
