,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,0,1,2,3,4
29,Aaliyah,0.599,0.547,-7.498,0.113,0.573,3e-06,0.155,0.425,90.271,Poison,,,,
30,Aaron Childs,0.832,0.527,-8.487,0.0552,0.0923,0.0106,0.0849,0.817,146.67,Peach,,,,
31,Aaron Copland,0.08095,0.02375,-30.603,0.0467,0.958,0.8685,0.0996,0.035350000000000006,75.124,Appalachian Spring Suite,Rodeo: II. Corral Nocturne,,,
32,Aaron Frazer,0.695,0.528,-8.582,0.0315,0.199,0.684,0.0995,0.75,124.385,Ride with Me,,,,
33,Aaron Kamm and the One Drops,0.5304827586206895,0.47324137931034477,-7.50037931034483,0.17910344827586205,0.12831034482758621,7.772413793103448e-06,0.08662413793103446,0.6042068965517241,188.3356551724138,Make It Better,Sweet 'n' Fine,,,
34,Aaron May,0.88,0.502,-7.389,0.213,0.0828,0.0,0.109,0.167,138.425,WOKEUPTHINKINBOUT,,,,
35,Aaron Taylor,0.769,0.37300000000000005,-9.900999999999998,0.05620000000000002,0.19100000000000003,0.04399999999999999,0.109,0.678,85.00599999999999,Shooting Star,,,,
36,Abhi The Nomad,0.8045833333333333,0.6883333333333336,-7.464666666666669,0.15834166666666666,0.18155,0.0007661825,0.19030000000000005,0.7049166666666666,117.11224999999997,Risky Business,Somebody to Love,Floors,My Band,Superbad
37,Absofacto,0.634,0.598,-7.782,0.0461,0.423,0.000977,0.207,0.39,93.975,Someone Else’s Dream (slenderbodies Remix),,,,
38,Academy of St. Martin in the Fields,0.1698,0.03755,-28.911499999999997,0.0408,0.982,0.45155,0.08985,0.08754999999999999,128.351,Ask Your Saint Who He's Killed,Én Czak Azt Csodálom (Lullabye For Katharine),,,
39,Action Bronson,0.5068333333333334,0.7664999999999998,-6.324666666666666,0.2758333333333333,0.10690000000000001,4.9e-06,0.5335,0.5683333333333334,104.95116666666667,Ninety One,Jaguar,Jaws,Zambezi [Feat. Roc Marciano],
40,Adam Hood,0.747,0.753,-4.133000000000001,0.024,0.0584,0.0,0.131,0.84,108.045,Easy Way,,,,
41,Adam Melchor,0.467,0.459,-5.516,0.0261,0.76,0.000203,0.0726,0.37,95.865,Metadata,,,,
42,Adam Vida,0.584,0.8600000000000001,-3.6580000000000004,0.256,0.35000000000000003,0.0,0.104,0.6829999999999999,88.856,I'm Juiced,,,,
43,Adam Wakefield,0.5229999999999999,0.6850000000000002,-4.447000000000001,0.03500000000000001,0.0219,8.38e-06,0.15999999999999998,0.39000000000000007,128.34999999999997,Blame It on Me,,,,
44,Adele,0.587,0.56775,-7.5255,0.10155,0.462,1.175e-05,0.1321,0.31072500000000003,104.98925,All Night Parking (with Erroll Garner) Interlude,Skyfall,Oh My God,,
45,Aerosmith,0.471642857142857,0.7826547619047615,-7.002357142857149,0.04059404761904765,0.15799285714285732,0.003428139285714285,0.28803333333333303,0.49719047619047557,121.6347380952381,What It Takes,Dream On,Crazy,Walk This Way,Livin' On The Edge - Live Version
46,Ahmad Anonimis,0.632,0.64,-8.818,0.34,0.496,1.38e-05,0.582,0.508,94.076,Where You From,,,,
47,Al Green,0.676,0.474,-16.477,0.032,0.0971,0.12,0.216,0.894,118.147,I Tried to Tell Myself,,,,
48,Alabama,0.444,0.4139999999999999,-15.039999999999994,0.03249999999999999,0.16299999999999998,2.07e-05,0.05300000000000002,0.5730000000000002,95.73,Dixieland Delight,,,,
49,Alabama Shakes,0.5161781609195399,0.6410402298850578,-5.5631321839080465,0.04827988505747131,0.4668162068965524,0.18484635632183896,0.12657011494252868,0.4851034482758621,117.22287931034474,Guess Who,Someday,Miss You,Gimme All Your Love,Sound & Color
50,Alan Doyle,0.592,0.658,-3.856,0.0285,0.24,0.0,0.138,0.7680000000000001,95.918,Bully Boys,,,,
51,Alan Fitzpatrick,0.761,0.965,-7.994,0.0686,0.00409,0.875,0.11,0.0439,125.998,Brian's Proper Dun One,,,,
52,Alan Jackson,0.606,0.7059999999999998,-9.664999999999997,0.037899999999999996,0.36200000000000004,0.0,0.15999999999999998,0.819,174.53299999999996,Chattahoochee,,,,
53,Alec Meza,0.625,0.574,-10.074,0.337,0.0714,0.149,0.105,0.513,90.035,Hot Boy Summer,,,,
54,Alekesam,0.564,0.75,-7.099,0.355,0.493,0.0039,0.0925,0.426,182.146,Only Ones There,,,,
55,Alessandro Scarlatti,0.25,0.0304,-22.989,0.0457,0.945,0.887,0.136,0.213,77.039,"O di Betlemme, altera poverta ventu: I. Sinfonia",,,,
56,Alesso,0.6738636363636364,0.6980454545454543,-4.978977272727271,0.04266136363636362,0.09634863636363646,0.045896409090909085,0.17696818181818183,0.47702272727272754,117.46320454545447,Words (feat. Zara Larsson),THE END,Words (feat. Zara Larsson) [Alesso VIP Mix],Words (feat. Zara Larsson) [Majestic Remix],Words (feat. Zara Larsson) [Arodes Remix]
57,Alex Bone,0.866,0.922,-6.42,0.0973,0.219,0.769,0.161,0.4,127.993,Adventure - Alex Bone Remix,,,,
58,Alex Luna,0.836,0.66,-3.939,0.0648,0.724,0.0,0.112,0.829,135.091,Te Marqué Pedo,,,,
59,Alex Wiley,0.456,0.473,-10.505,0.0761,0.175,0.000334,0.124,0.282,76.069,Thankful to Breathe,,,,
60,Alexander Mack,0.948,0.547,-9.562,0.067,0.0418,0.0,0.116,0.528,120.973,Bag of Chips,,,,
61,Alice Cooper,0.294,0.745,-9.138000000000002,0.04610000000000001,0.049999999999999996,0.125,0.676,0.347,134.364,School's Out,,,,
62,Alicia Keys,0.668,0.511,-7.221,0.229,0.365,8.23e-06,0.0944,0.45,140.977,Come For Me (Unlocked) (feat. Khalid & Lucky Daye),,,,
63,Alina Baraz,0.6651515151515148,0.6250303030303032,-7.450999999999998,0.07578181818181823,0.4606666666666668,0.005094487878787878,0.1341515151515151,0.35987878787878774,105.37566666666669,Fantasy,Electric (feat. Khalid),Off the Grid (feat. Khalid),Floating (feat. Khalid),
64,Alina Gingertail,0.294,0.15,-10.063,0.0408,0.851,0.0,0.134,0.378,76.819,The Parting Glass,,,,
65,Alisa Amador,0.658,0.458,-6.594,0.0325,0.292,6.61e-06,0.147,0.506,99.846,Timing,,,,
66,Alison Wonderland,0.5920740740740741,0.7387777777777779,-6.432777777777779,0.04482592592592592,0.11409259259259265,0.22265281481481486,0.21839629629629634,0.19868518518518516,133.68599999999995,Bad Things,Anything,Fear Of Dying,,
67,All Time Low,0.5099999999999999,0.7870000000000003,-3.7120000000000015,0.05289999999999999,0.013699999999999997,0.0,0.36800000000000005,0.7929999999999998,162.09200000000004,Monsters (feat. Demi Lovato and blackbear),,,,
68,Allen Stone,0.798,0.5715,-4.881,0.08145,0.285,0.0,0.44315,0.7625,98.9745,Sunny Days,Sweaters,,,
69,Allie X,0.6040625,0.6569375000000001,-5.272937499999999,0.03296874999999999,0.005582500000000001,0.44812873124999986,0.12743750000000006,0.10612500000000001,86.41137499999998,Bitch,Downtown (2020),,,
70,Allman Brothers Band,0.329318181818182,0.6841022727272729,-9.869159090909097,0.048640909090909096,0.25684204545454536,0.12964306818181823,0.44634999999999997,0.6457045454545451,136.24907954545452,Hoochie Coochie Man - Live,Ramblin' Man,"Trouble No More - Live At The Beacon Theatre, October 28, 2014",Outskirts of Town - Live,Worried Down with the Blues (Live)
71,Alonestar,0.71,0.833,-6.569,0.0784,0.038,0.0,0.182,0.587,125.039,Raise 'em up - 99 Remix,,,,
72,Alt Bloom,0.535,0.569,-8.299000000000001,0.484,0.7910000000000003,0.000196,0.07499999999999998,0.604,76.07600000000001,Call It Home,,,,
73,Alter Bridge,0.42005882352941115,0.8894470588235297,-5.996894117647059,0.06563999999999998,2.8810470588235294e-05,0.34738863964705874,0.21063529411764725,0.27602352941176467,96.32143529411765,Take the Crown,Dying Light,Godspeed,Wouldn't You Rather,Sin After Sin
74,Aluna,0.6625,0.902,-6.6419999999999995,0.04105,0.0235,0.496,0.1785,0.8855,125.5215,Forget About Me,Forget About Me - Eden Prince Remix,,,
75,Alycia Bella,0.38799999999999996,0.49600000000000016,-14.026000000000002,0.3390000000000001,0.59,0.0,0.109,0.2429999999999999,78.78099999999998,Cue The Sun,,,,
76,Alë Jay,0.582,0.544,-5.297,0.026899999999999997,0.691,0.00019900000000000004,0.104,0.77,109.872,Face Turns Blue,,,,
77,Amaarae,0.8456666666666667,0.531,-7.989333333333334,0.07003333333333334,0.3176666666666667,0.0002979,0.158,0.34933333333333333,105.47366666666666,SAD GIRLZ LUV MONEY (feat. Moliy & Kali Uchis) - Vigro Deep Amapiano Remix,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) - Slowed + Reverb,,
78,Amber Mark,0.641,0.488,-9.773,0.0372,0.00423,0.827,0.158,0.479,180.007,High On Your Love,,,,
79,Amindi,0.792,0.684,-8.893,0.0553,0.0016,4.17e-05,0.162,0.344,109.981,death proof,,,,
80,Aminé,0.7515435356200526,0.5158311345646436,-7.306213720316625,0.20605540897097618,0.3068440633245383,0.00024123678100263792,0.20505910290237445,0.6186279683377311,115.69101319261202,Dakota,Riri,Heebiejeebies - Bonus,Spice Girl,DR. WHOEVER
81,Amo Amo,0.673,0.6575,-7.2965,0.027299999999999998,0.20070000000000002,0.09834999999999999,0.1172,0.5695,109.8145,Antidote,When I Look at You,,,
82,Amy Winehouse,0.407,0.558,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,Rehab,,,,
83,Anderson .Paak,0.7219120370370369,0.6717777777777769,-7.090402777777772,0.13739537037037014,0.15664777777777766,0.09156128055555557,0.24438518518518554,0.6009490740740736,124.7765925925927,Heart Don't Stand a Chance,Celebrate,Make It Better (feat. Smokey Robinson),Cheers (feat. Q-Tip),Tints (feat. Kendrick Lamar)
84,Anderson East,0.659,0.718,-6.17,0.0243,0.0642,0.0,0.235,0.88,104.779,Satisfy Me,,,,
85,Andie,0.657,0.264,-9.998,0.0804,0.751,0.000585,0.296,0.461,107.768,Redbone - Live,,,,
86,Andrew Gold,0.6950000000000002,0.5680000000000004,-13.572000000000001,0.029400000000000013,0.16600000000000015,0.0,0.125,0.7860000000000006,111.887,Thank You for Being a Friend,,,,
87,Andy Shauf,0.521,0.227,-10.454,0.0496,0.534,9.53e-06,0.0994,0.365,77.137,Begin Again,,,,
88,Andy Thorn,0.674941176470588,0.43244117647058805,-13.009441176470588,0.042855882352941174,0.7877352941176472,0.28984532499999993,0.11503823529411762,0.5786764705882352,106.57282352941179,Good News,Fox Trail,Thornado,Aesop Mountain,Dunno
89,Anjimile,0.89,0.615,-8.123,0.0632,0.211,0.0226,0.123,0.845,116.924,Baby No More,,,,
90,Anna Shoemaker,0.79,0.393,-10.854,0.0387,0.117,1.27e-06,0.132,0.281,124.064,If You're Going (I'll Go),,,,
91,Anna Wise,0.574,0.5309999999999999,-7.912000000000002,0.4729999999999999,0.298,1.49e-06,0.67,0.6580000000000001,89.87300000000003,Count My Blessings,,,,
92,Annabelle Maginnis,0.761,0.56,-6.606,0.0422,0.0936,0.0331,0.0773,0.214,114.041,Hear My Mind,,,,
93,Anomalie,0.668,0.702,-8.893,0.0404,0.422,0.0543,0.218,0.553,129.922,Champ De Mars,,,,
94,Ant Law,0.404,0.485,-9.939,0.0319,0.242,0.747,0.116,0.144,139.465,Don't Wait Too Long,,,,
95,Ant Saunders,0.6449999999999999,0.6609999999999999,-7.5969999999999995,0.14199999999999996,0.331,0.0,0.5440000000000002,0.84,170.04999999999998,I Had A Love Song (feat. VanJess),,,,
96,Anton Webern,0.593,0.0394,-28.73,0.121,0.993,0.915,0.0704,0.51,71.173,Elf kurze Stücke: No. 4 in A Minor,,,,
97,Antonín Dvořák,0.18199999999999997,0.0603,-25.045999999999996,0.0459,0.852,0.411,0.145,0.141,98.79899999999999,"8 Humoresques, Op. 101, B. 187: No. 7, Poco lento e grazioso (Transcribed by Oscar Morawetz for Violin, Cello & Orchestra)",,,,
98,Antwaun Stanley,0.818,0.563,-6.71,0.18,0.0275,5.03e-06,0.057,0.519,107.017,Speed of Night,,,,
99,Anyway Gang,0.598,0.865,-4.139,0.0284,0.0289,2.25e-06,0.102,0.713,109.01,Eyes of Green,,,,
100,Aoife O'Donovan,0.536,0.419,-9.122,0.0453,0.971,9.43e-05,0.151,0.571,97.322,Loretta,,,,
101,Apartment Upstairs,0.367,0.582,-8.949,0.131,0.0087,0.0,0.107,0.537,170.977,I'll Be With You,,,,
102,Aperture Science Psychoacoustic Laboratories,0.6965000000000002,0.4825,-7.370499999999999,0.044600000000000015,0.44705,4.3954999999999995e-05,0.13599999999999995,0.875,110.1025,Still Alive,Want You Gone,,,
103,Apollo Bebop,0.469,0.475,-8.584,0.223,0.219,1.42e-05,0.139,0.657,94.999,Spacey Love,,,,
104,Apollo Theo,0.764,0.855,-7.18,0.188,0.0398,1.2e-06,0.164,0.556,160.031,Happy Meal,,,,
105,Appleby,0.596,0.496,-8.955,0.0478,0.722,0.000217,0.114,0.218,111.951,Here With U,,,,
106,Apricot Ink,0.69,0.676,-6.908,0.325,0.0571,3.75e-06,0.174,0.837,81.014,Carmelyzed Crusade,,,,
107,Arc De Soleil,0.659,0.81,-6.233,0.0575,0.0454,0.816,0.334,0.961,157.06,Got Caught in Amsterdam,,,,
108,Arcane,0.5509999999999999,0.7005,-13.086,0.048850000000000005,0.515,0.9325,0.2075,0.492,154.0645,The Getaway,Escape From the Arcade,,,
109,Archie Fisher,0.631,0.427,-9.043,0.0276,0.756,0.0,0.318,0.942,96.922,The Trooper and the Maid,,,,
110,Arctic Monkeys,0.48819999999999997,0.5816285714285715,-8.876685714285713,0.03421142857142855,0.20360857142857136,6.043714285714286e-05,0.1892571428571429,0.5908571428571432,106.54108571428576,Baby I'm Yours,Why'd You Only Call Me When You're High?,Do I Wanna Know?,,
111,Argonaut & Wasp,0.844,0.864,-4.389,0.061,0.0129,0.0465,0.332,0.477,104.073,Autoslide,,,,
112,Ari Lennox,0.7192380952380951,0.4157142857142858,-7.340619047619046,0.1385095238095238,0.28946190476190486,0.0018190047619047625,0.11828571428571436,0.2973190476190475,141.29819047619048,Shea Butter Baby (with J. Cole),I Been (with Smino) - Remix,Night Drive,,
113,Ariana Grande,0.6149000000000003,0.5902333333333328,-5.7433333333333305,0.16632666666666676,0.24376500000000006,9.533333333333334e-08,0.2402399999999999,0.5755000000000003,134.65155,R.E.M,Stuck with U (with Justin Bieber),pov,The Way,Dangerous Woman
114,Ariel Posen,0.54,0.20900000000000002,-12.010999999999997,0.03239999999999999,0.513,0.000496,0.108,0.2810000000000001,100.274,Better Late Than Never,,,,
115,Aries,0.7445606060606058,0.6541212121212117,-7.628742424242422,0.05400454545454545,0.1393257575757576,6.389393939393938e-06,0.12670757575757569,0.5873787878787875,120.31275757575752,RIDING,FOOL'S GOLD,RACECAR,DITTO,Slow Down
116,Ariza,0.6578,0.6010000000000001,-7.604399999999998,0.18524,0.4144,7.084e-06,0.10149999999999999,0.6731,93.6846,On Repeat,Appalachia (feat. Gallant),,,
117,Ark Woods,0.794,0.57,-6.267,0.0396,0.134,0.0,0.214,0.711,96.067,Oh Yeah,,,,
118,Arkells,0.537689655172414,0.9386896551724139,-5.185310344827587,0.14586896551724132,0.045364137931034484,3.833103448275861e-06,0.5650965517241382,0.6263103448275864,161.6394827586207,You Can Get It,Reckoning,One Thing I Know,Past Life,Relentless
119,Arlie,0.45816,0.8892000000000002,-2.9994800000000015,0.06810800000000002,0.0148976,1.0647999999999999e-05,0.5107599999999998,0.6965199999999999,137.5156799999999,didya think,tossing and turning,wait a minute,,
120,Arlo McKinley,0.521,0.2690000000000001,-10.700999999999997,0.0262,0.399,0.00028299999999999994,0.33,0.09240000000000002,104.86400000000002,I've Got Her,,,,
121,Armani White,0.621,0.755,-6.069,0.362,0.402,0.0,0.3745,0.5405,125.9165,Saywhaat // Long Ass Car Ride,Thanksgiving (Extended Version),,,
122,Art Farmer,0.652,0.371,-13.321,0.0439,0.937,0.876,0.106,0.548,79.205,Chanson,,,,
123,Art Tatum,0.645,0.168,-19.641,0.0427,0.994,0.938,0.111,0.652,99.784,Soft Wind,,,,
124,Arthur Moon,0.646,0.409,-8.446,0.12,0.247,0.000715,0.235,0.481,80.052,Homonormo,,,,
125,Asha Imuno,0.907,0.469,-9.188,0.157,0.303,0.00495,0.0775,0.924,100.061,ZIG ZAGGING,,,,
126,Ashe,0.569,0.403,-8.618,0.0439,0.593,4.49e-06,0.102,0.2690000000000001,119.81899999999999,Moral of the Story,,,,
127,Asher Roth,0.6196666666666667,0.648,-9.289333333333333,0.1834,0.18546666666666667,9.400000000000001e-05,0.4136666666666667,0.5196666666666666,123.32533333333333,get out (demo),Cher In Chernobyl (feat. lojii),,,
128,Ashton Mallory,0.903,0.491,-12.655,0.0501,0.257,0.00056,0.0623,0.564,110.011,baby,,,,
129,Asi Kemera,0.751,0.255,-15.933,0.0617,0.841,0.0113,0.116,0.281,119.874,I'll Be Fine,,,,
130,Asiatica,0.5295,0.5245,-5.3235,0.09365,0.635,1.0815e-05,0.15865,0.34550000000000003,94.59649999999999,Alright,Perhaps,,,
131,Atlanta Rhythm Section,0.5348225806451615,0.4682258064516127,-12.864612903225815,0.03889354838709674,0.4883161290322581,0.13943965709677425,0.3188354838709679,0.6137419354838711,129.395693548387,Pretty Girl,Angel - Live,Georgia Rhythm,I Hate The Blues / Let's Go Get Stoned,
132,Atlantis Aquarius,0.524,0.715,-9.598,0.0341,0.167,0.317,0.389,0.835,100.092,Nibirian Sun,,,,
133,Attom,0.5648666666666669,0.7677333333333334,-5.944866666666668,0.05629333333333331,0.4468,0.6440666666666667,0.08765333333333329,0.12729999999999997,107.6049333333333,Reverie,Idyll,,,
134,Audioslave,0.457,0.7679999999999999,-3.592,0.0378,0.169,0.0,0.103,0.232,99.73900000000002,Doesn't Remind Me,,,,
135,Audrey Mika,0.661,0.5499999999999999,-6.842,0.24000000000000002,0.504,0.0,0.06320000000000002,0.456,91.086,Y U Gotta B Like That (feat. KYLE),,,,
136,August Charles,0.667,0.355,-10.013,0.0479,0.547,8.67e-05,0.134,0.241,141.876,Blessed,,,,
137,Austin Kinzer,0.9139999999999998,0.287,-14.497000000000003,0.19399999999999998,0.7270000000000002,0.16199999999999998,0.15199999999999997,0.3980000000000001,115.05600000000003,Cigs Inside,,,,
138,Austin Manuel,0.625,0.696,-7.748,0.0316,0.243,0.000361,0.156,0.823,132.99,Can't Stop Cryin',,,,
139,Austin Weber,0.6250000000000001,0.7030000000000001,-6.801999999999998,0.05948000000000001,0.07912,8.879999999999998e-07,0.12260000000000003,0.8306000000000004,161.2396,Using the Internet for French,Mamma Mia,,,
140,Austin Wintory,0.19962000000000005,0.2605,-15.395500000000002,0.03898,0.8953000000000003,0.8056505000000002,0.14326,0.10256499999999999,97.55735000000001,"Truths, Two",Apotheosis,The Road of Trials,Innocence,I Was Born For This
141,Ava Madison,0.668,0.386,-13.68,0.0848,0.527,0.000782,0.118,0.487,109.617,Time,,,,
142,Ava Max,0.6644482758620691,0.7348620689655172,-4.205310344827589,0.062255172413793115,0.037703448275862084,0.0,0.2751965517241378,0.6528620689655174,131.88875862068966,"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",So Am I,Maybe You’re The Problem,Million Dollar Baby - COASTR. Remix,
143,Ava Maybee,0.859,0.612,-8.622,0.0439,0.305,1.55e-06,0.132,0.733,107.993,Colors,,,,
144,Avenged Sevenfold,0.4507528089887639,0.8412696629213489,-7.1225842696629265,0.06663146067415729,0.006922999999999995,0.1341203258426966,0.24773483146067402,0.32830786516853966,126.79822471910107,Mad Hatter,Girl I Know,A Little Piece of Heaven,Jade Helm - Instrumental,Wish You Were Here
145,Avicii,0.6116800000000001,0.80936,-4.441239999999999,0.050291999999999996,0.15296440000000003,0.0026042560000000005,0.136856,0.5576399999999999,128.88384,Waiting For Love,Malo - The Cube Guys Remix,Hey Brother,Wake Me Up,Without You (feat. Sandro Cavazza)
146,Avril Lavigne,0.611,0.803,-4.368,0.0394,0.00437,1.41e-06,0.604,0.624,92.497,Love It When You Hate Me (feat. blackbear),,,,
147,Awfbeat,0.6420000000000001,0.6899999999999997,-6.608,0.09440000000000003,0.4539999999999999,0.000647,0.121,0.6969999999999998,177.96800000000002,Better Than Me,,,,
148,Axel Caram,0.851,0.575,-9.955,0.0631,0.035,2.12e-05,0.101,0.929,100.002,Ella Me Levantó - Remix,,,,
149,Ay Wing,0.705,0.493,-10.757999999999997,0.22400000000000003,0.37900000000000006,0.0018099999999999993,0.11200000000000002,0.516,90.99699999999997,Orange Dreamer,,,,
150,Ayoni,0.441,0.47750000000000004,-6.9879999999999995,0.11929999999999999,0.34700000000000003,1.955e-06,0.20375000000000001,0.4585,89.2245,Divine,Santa Monica,,,
151,B00TY,0.778,0.611,-7.923,0.053,0.112,0.000302,0.245,0.656,108.038,Good For It,,,,
152,BAILEN,0.6188333333333335,0.45683333333333326,-9.019,0.05001666666666666,0.14783333333333332,5.448333333333337e-05,0.08525000000000003,0.31500000000000006,83.80200000000002,Your Love Is All I Know,Something Tells Me,,,
153,BANKS,0.523,0.471,-8.7805,0.12179999999999999,0.5505,2.005e-06,0.1105,0.28150000000000003,76.99350000000001,Underdog,Crowded Places,,,
154,BARDO,0.7680000000000001,0.642,-5.486,0.05259999999999999,0.30799999999999994,0.7769999999999998,0.32399999999999995,0.9420000000000001,140.069,TAKE MY HAND,,,,
155,BAYNK,0.7300499999999999,0.470125,-7.377425000000001,0.052390000000000006,0.4142250000000002,0.41351600000000027,0.15710500000000002,0.17992499999999997,108.23554999999999,Water,Simmer,When I'm Alone - Remix,Esther,Naked
156,BENEE,0.6874482758620689,0.665344827586207,-5.934103448275863,0.029144827586206904,0.1551034482758621,4.330344827586208e-06,0.15720689655172418,0.5635172413793105,96.00413793103446,Beach Boy,Wishful Thinking,,,
157,BETWEEN FRIENDS,0.758,0.526,-7.167,0.0336,0.512,0.0,0.364,0.886,124.987,orange juice,,,,
